Planet_Name,SNR_Emission_15_micron,SNR_Emission_5_micron,SNR_Transmission_K_mag,Rp,Mp,Tday,Teq,log10g_p,Period,Transit_Duration,K_mag,Distance,Teff,log10g_s,Transit_Flag,Catalog_Name
Kepler-1623 b,0.0,0.0,0.002,0.12,0.007523,1447.0,1216.0,3.134,4.3613,2.058,13.2,986.0,5772.0,4.44,True,exoplanets.org
Kepler-1624 b,0.0,0.008,0.043,0.51,0.108832,770.0,648.0,3.018,3.2903,1.7505,12.3,199.0,3636.0,4.78,True,exoplanets.org
Kepler-188 b,0.001,0.001,0.003,0.15,0.01244,2069.0,1740.0,3.138,2.0619,1.791,13.1,,6021.0,4.346,True,exoplanets.org
Kepler-1625 b,0.0,0.0,0.008,0.54,0.123396,344.0,289.0,3.019,287.3789,18.8861,13.9,1213.0,5677.0,4.48,True,exoplanets.org
Kepler-1626 b,0.001,0.0,0.003,0.18,0.014916,2210.0,1859.0,3.057,4.1396,3.2839,13.0,1718.0,6826.0,4.08,True,exoplanets.org
Kepler-1627 b,0.001,0.004,0.028,0.33,0.042167,1083.0,911.0,2.985,7.2028,2.886,11.2,311.0,5445.0,4.54,True,exoplanets.org
Kepler-162 b,0.0,0.0,0.003,0.11,0.006564,1223.0,1029.0,3.11,6.9198,3.339,12.7,,5816.0,4.436,True,exoplanets.org
Kepler-1628 b,0.0,0.0,0.02,0.57,0.112141,286.0,241.0,2.926,76.378,4.9519,13.2,352.0,3724.0,4.74,True,exoplanets.org
Kepler-1629 b,0.0,0.0,0.008,0.07,0.001173,1511.0,1270.0,2.786,3.876,2.226,11.2,390.0,5776.0,4.44,True,exoplanets.org
Kepler-1630 b,0.0,0.0,0.007,0.2,0.016377,206.0,174.0,3.028,509.9974,8.4809,11.8,278.0,4736.0,4.66,True,exoplanets.org
Kepler-169 c,0.0,0.0,0.005,0.11,0.00571,973.0,818.0,3.084,6.1955,3.056,12.2,,4997.0,4.582,True,exoplanets.org
Kepler-1631 b,0.0,0.0,0.002,0.12,0.008197,1424.0,1197.0,3.149,4.0951,1.9291,13.8,1190.0,5679.0,4.47,True,exoplanets.org
Kepler-1632 b,0.0,0.0,0.005,0.22,0.019269,351.0,296.0,2.994,448.3036,12.713,11.7,584.0,6137.0,4.33,True,exoplanets.org
Kepler-1633 b,0.0,0.0,0.002,0.14,0.011796,500.0,420.0,3.167,186.4043,10.4592,12.1,811.0,6256.0,4.27,True,exoplanets.org
Kepler-184 d,0.0,0.0,0.007,0.22,0.019547,721.0,606.0,2.992,29.0224,3.961,12.7,,5788.0,4.51,True,exoplanets.org
Kepler-1634 b,0.0,0.0,0.006,0.28,0.030477,297.0,250.0,2.968,374.8762,11.328,12.7,654.0,5474.0,4.51,True,exoplanets.org
Kepler-1635 b,0.0,0.0,0.004,0.33,0.040939,265.0,223.0,2.983,469.6311,13.5559,13.9,1084.0,5347.0,4.53,True,exoplanets.org
Kepler-1636 b,0.0,0.0,0.003,0.29,0.031155,318.0,268.0,2.969,425.4778,17.8481,14.2,1567.0,5797.0,4.43,True,exoplanets.org
Kepler-163 b,0.0,0.0,0.004,0.09,0.003472,1141.0,960.0,2.991,7.8109,3.359,12.8,,5776.0,4.524,True,exoplanets.org
Kepler-1637 b,0.0,0.0,0.008,0.08,0.001891,1305.0,1098.0,2.876,6.1096,5.585,11.8,506.0,5789.0,4.43,True,exoplanets.org
Kepler-1638 b,0.0,0.0,0.003,0.17,0.013782,359.0,302.0,3.088,259.3368,15.979,13.1,879.0,5710.0,4.47,True,exoplanets.org
Kepler-1639 b,0.0,0.001,0.005,0.23,0.020614,1251.0,1052.0,2.985,9.8785,3.0809,13.2,1168.0,6150.0,4.34,True,exoplanets.org
Kepler-170 b,0.0,0.001,0.01,0.29,0.030585,1186.0,998.0,2.969,7.9306,3.68,12.7,,5679.0,4.445,True,exoplanets.org
Kepler-1640 b,0.001,0.002,0.008,0.43,0.076888,1514.0,1273.0,3.013,7.5844,3.8112,13.1,1379.0,6324.0,4.23,True,exoplanets.org
Kepler-1641 b,0.0,0.001,0.007,0.28,0.028747,999.0,840.0,2.968,19.6723,4.7659,12.7,961.0,6152.0,4.34,True,exoplanets.org
Kepler-1641 c,0.0,0.0,0.006,0.26,0.025979,844.0,709.0,2.969,32.6572,5.982,12.7,961.0,6152.0,4.34,True,exoplanets.org
Kepler-215 d,0.0,0.0,0.006,0.21,0.018422,759.0,638.0,3.002,30.8644,2.719,12.0,,5739.0,4.364,True,exoplanets.org
Kepler-1642 b,0.0,0.001,0.013,0.28,0.030477,892.0,750.0,2.968,12.2058,2.454,12.1,447.0,5355.0,4.54,True,exoplanets.org
Kepler-1642 c,0.0,0.001,0.012,0.24,0.021628,1092.0,918.0,2.98,6.6514,2.1356,12.1,447.0,5355.0,4.54,True,exoplanets.org
Kepler-1643 b,0.0,0.001,0.013,0.2,0.017459,1227.0,1032.0,3.013,5.3426,2.401,11.6,414.0,5508.0,4.52,True,exoplanets.org
Kepler-172 b,0.001,0.001,0.007,0.21,0.017996,1645.0,1383.0,3.006,2.9403,2.595,12.8,,5526.0,4.375,True,exoplanets.org
Kepler-1644 b,0.0,0.0,0.005,0.17,0.013866,771.0,648.0,3.086,21.0908,4.6289,12.6,592.0,5499.0,4.53,True,exoplanets.org
Kepler-1645 b,0.0,0.0,0.004,0.16,0.013136,947.0,796.0,3.11,16.178,5.269,12.9,844.0,5812.0,4.43,True,exoplanets.org
Kepler-1646 b,0.0,0.0,0.014,0.11,0.006093,530.0,445.0,3.096,4.4856,0.8208,12.0,81.0,3299.0,5.01,True,exoplanets.org
Kepler-207 c,0.001,0.001,0.003,0.13,0.011786,2101.0,1767.0,3.213,3.0716,4.077,11.8,,5920.0,4.129,True,exoplanets.org
Kepler-166 d,,,,0.15,0.01275,,,3.125,1.554,1.7696,12.9,0.0,5413.0,4.62,True,exoplanets.org
Kepler-167 b,0.0,0.001,0.006,0.13,0.010538,1088.0,915.0,3.193,4.3931,2.412,11.8,330.0,4890.0,4.61,True,exoplanets.org
Kepler-167 c,0.0,0.0,0.006,0.12,0.008719,914.0,769.0,3.16,7.4061,2.894,11.8,330.0,4890.0,4.61,True,exoplanets.org
Kepler-173 b,0.0,0.0,0.003,0.12,0.007113,1484.0,1247.0,3.124,4.2637,2.261,12.7,,6031.0,4.404,True,exoplanets.org
Kepler-16 b,,,,0.75,0.333,255.0,215.0,3.162,228.776,,9.0,61.32,4450.0,4.653,True,exoplanets.org
Kepler-176 e,,,,0.13,0.010441,,,3.192,51.1658,4.715,12.6,0.0,5232.0,4.47,True,exoplanets.org
Kepler-17 b,0.155,0.083,0.018,1.33,2.47943,2073.0,1743.0,3.542,1.4857,2.276,12.6,800.0,5781.0,4.53,True,exoplanets.org
Kepler-226 c,0.0,0.001,0.006,0.2,0.017182,1168.0,982.0,3.016,5.3496,3.051,13.6,,5571.0,4.586,True,exoplanets.org
Kepler-186 b,0.0,0.001,0.012,0.1,0.003701,766.0,645.0,3.004,3.8868,1.907,11.6,151.0,3788.0,4.77,True,exoplanets.org
Kepler-186 c,0.0,0.0,0.01,0.11,0.006367,622.0,523.0,3.104,7.2673,2.313,11.6,151.0,3788.0,4.77,True,exoplanets.org
Kepler-186 d,0.0,0.0,0.008,0.12,0.009349,508.0,427.0,3.173,13.343,2.7984,11.6,151.0,3788.0,4.77,True,exoplanets.org
Kepler-191 c,0.0,0.0,0.004,0.17,0.013694,737.0,619.0,3.091,17.7385,2.821,12.9,,5282.0,4.594,True,exoplanets.org
Kepler-186 e,0.0,0.0,0.008,0.11,0.006723,427.0,359.0,3.114,22.4078,3.37,11.6,151.0,3788.0,4.77,True,exoplanets.org
Kepler-186 f,,,,0.1,0.004213,238.0,200.0,3.028,129.9459,,11.6,151.0,3788.0,4.77,True,exoplanets.org
Kepler-18 b,0.001,0.001,0.001,0.18,0.022,1535.0,1290.0,3.818,3.5047,2.076,11.8,,5383.0,4.41,True,exoplanets.org
Kepler-208 e,0.0,0.0,0.002,0.13,0.011276,1129.0,949.0,3.205,16.2595,4.038,12.2,,6092.0,4.265,True,exoplanets.org
Kepler-18 c,0.001,0.006,0.019,0.49,0.0544,1183.0,995.0,3.052,7.6416,3.488,11.8,,5383.0,4.41,True,exoplanets.org
Kepler-18 d,0.0,0.005,0.026,0.62,0.0516,948.0,797.0,2.94,14.8589,3.679,11.8,,5383.0,4.41,True,exoplanets.org
Kepler-190 b,0.001,0.001,0.006,0.14,0.011667,1475.0,1240.0,3.174,2.02,1.821,12.2,,5106.0,4.561,True,exoplanets.org
Kepler-190 c,0.0,0.0,0.004,0.13,0.010781,1198.0,1008.0,3.197,3.763,1.536,12.2,,5106.0,4.561,True,exoplanets.org
Kepler-191 d,0.0,0.001,0.008,0.2,0.017236,1090.0,917.0,3.016,5.945,2.5711,12.9,0.0,5282.0,4.59,True,exoplanets.org
Kepler-192 b,0.0,0.001,0.009,0.24,0.022777,1047.0,881.0,2.975,9.9267,3.78,12.4,,5479.0,4.428,True,exoplanets.org
Kepler-192 c,0.0,0.0,0.008,0.25,0.023501,813.0,684.0,2.973,21.2234,4.94,12.4,,5479.0,4.428,True,exoplanets.org
Kepler-193 b,0.0,0.0,0.005,0.21,0.018422,1235.0,1038.0,3.002,11.3885,3.618,13.2,,6335.0,4.403,True,exoplanets.org
Kepler-193 c,0.0,0.0,0.005,0.25,0.022919,751.0,631.0,2.975,50.6975,6.115,13.2,,6335.0,4.403,True,exoplanets.org
Kepler-192 d,,,,0.09,0.00313,,,2.972,6.4703,3.241,12.4,0.0,5479.0,4.43,True,exoplanets.org
Kepler-198 d,0.002,0.001,0.005,0.14,0.012426,2046.0,1720.0,3.221,1.3118,1.7729,12.0,0.0,5574.0,4.47,True,exoplanets.org
Kepler-19 b,0.0,0.002,0.004,0.2,0.016594,1006.0,846.0,3.823,9.287,3.3652,10.3,,5541.0,4.59,True,exoplanets.org
Kepler-217 c,0.0,0.0,0.003,0.17,0.013621,1655.0,1392.0,3.093,8.586,3.356,12.1,,6171.0,4.03,True,exoplanets.org
Kepler-20 b,0.001,0.002,0.006,0.17,0.026665,1428.0,1201.0,3.359,3.6961,2.1815,10.9,290.0,5466.0,4.4,True,exoplanets.org
Kepler-428 b,0.009,0.03,0.016,1.08,1.27,1268.0,1066.0,3.439,3.5256,2.6136,13.2,720.0,5150.0,4.571,True,exoplanets.org
Kepler-82 d,0.001,0.001,0.003,0.16,0.013051,1618.0,1360.0,3.113,2.383,2.026,13.5,,5428.0,4.466,True,exoplanets.org
Kepler-83 d,0.0,0.001,0.007,0.17,0.014298,848.0,713.0,3.073,5.1698,2.163,12.9,,4648.0,4.718,True,exoplanets.org
Kepler-20 c,0.0,0.002,0.012,0.27,0.049506,997.0,839.0,3.218,10.8541,3.2857,10.9,290.0,5466.0,4.4,True,exoplanets.org
Kepler-20 d,0.0,0.0,0.013,0.25,0.023686,518.0,435.0,2.991,77.6118,6.33,10.9,290.0,5466.0,4.4,True,exoplanets.org
Kepler-265 e,0.0,0.0,0.003,0.23,0.020764,615.0,517.0,2.984,67.831,7.066,13.9,,5835.0,4.326,True,exoplanets.org
Kepler-266 b,0.0,0.001,0.005,0.22,0.019431,1301.0,1094.0,2.993,6.6183,3.717,13.8,,5885.0,4.453,True,exoplanets.org
Kepler-20 e,0.0,0.0,0.0,0.08,0.001756,1209.0,1016.0,4.389,6.0985,2.54,10.9,290.0,5466.0,4.443,True,exoplanets.org
Kepler-41 b,0.041,0.029,0.022,0.84,0.493545,1873.0,1575.0,3.24,1.8556,2.376,12.9,729.93,5660.0,4.44,True,exoplanets.org
Kepler-420 b,,,,0.94,1.45,544.0,457.0,3.609,86.6477,,12.7,900.0,5520.0,4.32,True,exoplanets.org
Kepler-84 d,0.0,0.0,0.002,0.12,0.008935,1652.0,1389.0,3.165,4.2245,3.172,13.2,,6031.0,4.323,True,exoplanets.org
Kepler-20 f,0.0,0.0,0.0,0.09,0.003231,819.0,689.0,4.406,19.5771,3.3329,10.9,290.0,5466.0,4.443,True,exoplanets.org
Kepler-217 d,,,,0.12,0.007744,,,3.139,3.8869,3.6581,12.1,0.0,6171.0,4.03,True,exoplanets.org
Kepler-218 d,,,,0.24,0.021628,,,2.98,124.5245,9.5981,12.3,0.0,5502.0,4.39,True,exoplanets.org
Kepler-219 c,0.0,0.001,0.007,0.32,0.039275,1021.0,859.0,2.98,22.7146,5.808,12.4,,5786.0,4.157,True,exoplanets.org
Kepler-21 b,0.014,0.006,0.006,0.15,0.012147,2317.0,1949.0,3.832,2.7858,3.4387,6.9,112.87,6131.0,4.019,True,exoplanets.org
Kepler-22 b,0.0,0.0,0.01,0.21,0.018335,340.0,285.0,3.003,289.8623,7.415,10.2,190.0,5518.0,4.44,True,exoplanets.org
Kepler-23 b,0.0,0.001,0.004,0.17,0.01398,1486.0,1250.0,3.082,7.1066,4.77,12.0,,5760.0,4.0,True,exoplanets.org
Kepler-249 b,0.0,0.0,0.008,0.1,0.003964,681.0,572.0,3.017,3.3065,1.767,12.0,,3568.0,4.777,True,exoplanets.org
Kepler-23 c,0.0,0.001,0.009,0.29,0.030528,1295.0,1089.0,2.969,10.7421,6.13,12.0,,5760.0,4.0,True,exoplanets.org
Kepler-245 e,0.0,0.001,0.004,0.16,0.012903,1313.0,1104.0,3.119,3.2198,2.1157,13.6,0.0,5100.0,4.56,True,exoplanets.org
Kepler-24 b,0.0,0.001,0.005,0.21,0.018507,1215.0,1022.0,3.001,8.1456,4.02,13.4,,5800.0,4.34,True,exoplanets.org
Kepler-252 b,0.0,0.0,0.005,0.11,0.006042,678.0,570.0,3.095,6.6684,1.978,12.5,,4208.0,4.721,True,exoplanets.org
Kepler-24 c,0.0,0.001,0.006,0.25,0.023612,1058.0,890.0,2.973,12.3318,3.71,13.4,,5800.0,4.34,True,exoplanets.org
Kepler-24 d,0.0,0.0,0.002,0.15,0.012374,1693.0,1424.0,3.14,4.2444,2.945,13.4,,5897.0,4.2,True,exoplanets.org
Kepler-24 e,0.0,0.0,0.003,0.25,0.023354,1027.0,864.0,2.974,18.9984,2.963,13.4,,5897.0,4.2,True,exoplanets.org
Kepler-250 b,0.0,0.0,0.003,0.1,0.0045,1180.0,992.0,3.04,4.1481,2.403,13.5,,5160.0,4.565,True,exoplanets.org
Kepler-250 c,0.0,0.0,0.005,0.2,0.017281,984.0,827.0,3.015,7.1568,2.567,13.5,,5160.0,4.565,True,exoplanets.org
Kepler-255 d,0.001,0.001,0.003,0.12,0.007744,2179.0,1832.0,3.139,1.0456,1.8269,13.7,0.0,5573.0,4.52,True,exoplanets.org
Kepler-256 b,0.001,0.0,0.002,0.14,0.011856,2207.0,1856.0,3.164,1.6205,2.241,13.4,,5551.0,4.223,True,exoplanets.org
Kepler-256 c,0.001,0.001,0.003,0.19,0.016051,1726.0,1451.0,3.034,3.388,2.628,13.4,,5551.0,4.223,True,exoplanets.org
Kepler-256 d,0.0,0.001,0.004,0.22,0.019431,1440.0,1211.0,2.993,5.8392,3.134,13.4,,5551.0,4.223,True,exoplanets.org
Kepler-256 e,0.0,0.0,0.003,0.21,0.017996,1177.0,990.0,3.006,10.6816,3.542,13.4,,5551.0,4.223,True,exoplanets.org
Kepler-25 b,,,,0.24,0.022355,1552.0,1305.0,2.977,6.2385,,9.5,,6270.0,4.278,True,exoplanets.org
Kepler-25 c,,,,0.46,0.089903,1224.0,1029.0,3.015,12.7204,,9.5,,6270.0,4.278,True,exoplanets.org
Kepler-26 b,0.0,0.001,0.015,0.32,0.039712,576.0,484.0,2.98,12.2824,2.82,12.6,,3933.0,4.5,True,exoplanets.org
Kepler-276 b,0.0,0.0,0.005,0.26,0.024719,1058.0,889.0,2.971,14.1284,3.733,13.8,,6105.0,4.453,True,exoplanets.org
Kepler-26 c,0.0,0.0,0.012,0.32,0.039712,514.0,433.0,2.98,17.252,2.12,12.6,,3933.0,4.5,True,exoplanets.org
Kepler-421 b,0.0,0.0,0.015,0.38,0.059281,221.0,186.0,3.01,704.1984,15.7896,11.5,320.0,5308.0,4.61,True,exoplanets.org
Kepler-425 b,0.008,0.025,0.06,0.98,1.0,1274.0,1071.0,2.812,3.797,2.353,12.8,650.0,5170.0,4.532,True,exoplanets.org
Kepler-85 c,,,,0.19,0.016274,1096.0,922.0,3.03,12.513,,13.1,,5497.0,4.22,True,exoplanets.org
Kepler-271 d,,,,0.06,0.000678,,,2.684,5.2497,2.766,11.7,0.0,5524.0,4.49,True,exoplanets.org
Kepler-426 b,0.021,0.03,0.052,1.09,1.0,1547.0,1301.0,2.853,3.2175,2.191,13.2,880.0,5725.0,4.471,True,exoplanets.org
Kepler-427 b,0.005,0.018,0.051,1.23,0.29,1277.0,1074.0,2.73,10.291,4.2936,12.8,1100.0,5800.0,4.14,True,exoplanets.org
Kepler-87 c,,,,0.55,0.020137,528.0,444.0,2.219,191.2318,,13.0,,5600.0,3.96,True,exoplanets.org
Kepler-27 b,0.0,0.001,0.011,0.36,0.051622,734.0,618.0,3.003,15.3348,3.47,14.1,,5400.0,5.4,True,exoplanets.org
Kepler-27 c,0.0,0.0,0.013,0.44,0.079399,579.0,487.0,3.014,31.3309,4.75,14.1,,5400.0,5.4,True,exoplanets.org
Kepler-280 b,0.001,0.001,0.004,0.13,0.010538,1718.0,1445.0,3.193,2.1395,2.02,12.8,,5744.0,4.537,True,exoplanets.org
Kepler-280 c,0.0,0.0,0.004,0.18,0.014854,1312.0,1103.0,3.059,4.8071,0.901,12.8,,5744.0,4.537,True,exoplanets.org
Kepler-289 d,0.0,0.0,0.005,0.24,0.012,687.0,578.0,2.699,66.0634,3.5568,12.5,700.0,5590.0,4.47,True,exoplanets.org
Kepler-28 b,0.001,0.004,0.02,0.32,0.039712,1119.0,941.0,2.98,5.9121,2.77,12.7,,4590.0,4.29,True,exoplanets.org
Kepler-28 c,0.0,0.002,0.018,0.3,0.034808,828.0,697.0,2.973,8.986,4.39,12.7,,4590.0,4.29,True,exoplanets.org
Kepler-290 b,0.0,0.0,0.005,0.2,0.016986,743.0,625.0,3.019,14.5893,2.404,13.4,,5147.0,4.622,True,exoplanets.org
Kepler-294 b,0.0,0.0,0.003,0.16,0.013051,1546.0,1300.0,3.113,3.7012,2.476,14.2,,5913.0,4.491,True,exoplanets.org
Kepler-294 c,0.0,0.001,0.005,0.24,0.022355,1273.0,1071.0,2.977,6.6264,3.175,14.2,,5913.0,4.491,True,exoplanets.org
Kepler-295 b,0.0,0.0,0.005,0.11,0.005874,933.0,785.0,3.09,12.6452,8.613,12.7,,5603.0,4.444,True,exoplanets.org
Kepler-295 c,0.0,0.0,0.004,0.1,0.005081,782.0,657.0,3.063,21.5263,8.213,12.7,,5603.0,4.444,True,exoplanets.org
Kepler-295 d,0.0,0.0,0.003,0.12,0.008507,672.0,565.0,3.156,33.8841,5.373,12.7,,5603.0,4.444,True,exoplanets.org
Kepler-296 b,0.0,0.0,0.006,0.08,0.002338,846.0,711.0,2.916,3.6215,1.729,12.6,,4249.0,4.729,True,exoplanets.org
Kepler-296 c,0.0,0.0,0.009,0.19,0.016051,721.0,606.0,3.034,5.8416,1.887,12.6,,4249.0,4.729,True,exoplanets.org
Kepler-296 d,0.0,0.0,0.008,0.2,0.017281,480.0,403.0,3.015,19.8502,2.826,12.6,,4249.0,4.729,True,exoplanets.org
Kepler-296 e,0.0,0.0,0.005,0.16,0.012912,400.0,337.0,3.118,34.1423,4.261,12.6,,4249.0,4.729,True,exoplanets.org
Kepler-296 f,0.0,0.0,0.004,0.16,0.013191,326.0,274.0,3.108,63.3359,3.755,12.6,,4249.0,4.729,True,exoplanets.org
Kepler-297 b,0.0,0.0,0.008,0.26,0.024719,650.0,546.0,2.971,38.8718,6.125,12.8,,5619.0,4.468,True,exoplanets.org
Kepler-297 c,0.0,0.0,0.014,0.58,0.117213,522.0,439.0,2.931,74.9201,4.794,12.8,,5619.0,4.468,True,exoplanets.org
Kepler-298 b,0.0,0.0,0.006,0.17,0.014454,637.0,536.0,3.069,10.4755,2.32,13.1,,4465.0,4.709,True,exoplanets.org
Kepler-298 c,0.0,0.0,0.004,0.17,0.014221,491.0,413.0,3.075,22.9288,2.398,13.1,,4465.0,4.709,True,exoplanets.org
Kepler-298 d,0.0,0.0,0.006,0.22,0.019665,327.0,275.0,2.991,77.4736,4.433,13.1,,4465.0,4.709,True,exoplanets.org
Kepler-299 b,0.0,0.0,0.002,0.12,0.007691,1633.0,1373.0,3.138,2.9271,2.546,13.4,,5617.0,4.394,True,exoplanets.org
Kepler-299 c,0.0,0.001,0.006,0.24,0.021541,1228.0,1033.0,2.98,6.8859,4.009,13.4,,5617.0,4.394,True,exoplanets.org
Kepler-299 d,0.0,0.0,0.003,0.17,0.013694,946.0,796.0,3.091,15.0548,4.279,13.4,,5617.0,4.394,True,exoplanets.org
Kepler-299 e,0.0,0.0,0.002,0.17,0.013768,693.0,583.0,3.089,38.2855,5.638,13.4,,5617.0,4.394,True,exoplanets.org
Kepler-300 b,0.0,0.0,0.003,0.15,0.012374,1064.0,894.0,3.14,10.4463,2.19,12.7,,5986.0,4.532,True,exoplanets.org
Kepler-29 b,0.0,0.001,0.007,0.32,0.039712,1059.0,890.0,2.98,10.3376,2.808,13.7,,5750.0,5.0,True,exoplanets.org
Kepler-29 c,0.0,0.0,0.005,0.26,0.025153,974.0,819.0,2.97,13.2907,3.048,13.7,,5750.0,5.0,True,exoplanets.org
Kepler-300 c,0.0,0.0,0.007,0.2,0.016986,676.0,568.0,3.019,40.715,8.692,12.7,,5986.0,4.532,True,exoplanets.org
Kepler-301 b,0.001,0.001,0.004,0.12,0.008298,1662.0,1398.0,3.152,2.5086,2.294,12.7,,5815.0,4.525,True,exoplanets.org
Kepler-301 c,0.0,0.0,0.003,0.12,0.008298,1286.0,1081.0,3.152,5.419,2.281,12.7,,5815.0,4.525,True,exoplanets.org
Kepler-301 d,0.0,0.0,0.004,0.16,0.012912,943.0,793.0,3.118,13.7512,3.958,12.7,,5815.0,4.525,True,exoplanets.org
Kepler-302 b,0.0,0.0,0.004,0.36,0.053798,834.0,701.0,3.007,30.1841,5.94,13.9,,5740.0,4.286,True,exoplanets.org
Kepler-302 c,0.0,0.0,0.005,1.11,1.0,516.0,434.0,3.303,127.2822,7.16,13.9,,5740.0,4.286,True,exoplanets.org
Kepler-303 b,0.0,0.0,0.013,0.08,0.001925,902.0,759.0,2.879,1.9371,1.535,11.6,,3944.0,4.768,True,exoplanets.org
Kepler-303 c,0.0,0.0,0.006,0.1,0.004641,586.0,493.0,3.046,7.0611,1.054,11.6,,3944.0,4.768,True,exoplanets.org
Kepler-304 b,0.0,0.002,0.014,0.26,0.024563,1079.0,907.0,2.971,3.2957,1.797,12.6,,4731.0,4.635,True,exoplanets.org
Kepler-304 c,0.0,0.001,0.006,0.19,0.016233,920.0,774.0,3.031,5.3159,1.114,12.6,,4731.0,4.635,True,exoplanets.org
Kepler-304 d,0.0,0.001,0.012,0.25,0.022919,754.0,634.0,2.975,9.6535,2.987,12.6,,4731.0,4.635,True,exoplanets.org
Kepler-305 d,0.0,0.0,0.005,0.24,0.022355,727.0,612.0,2.977,16.7387,2.46,13.7,,5100.0,4.561,True,exoplanets.org
Kepler-304 e,0.0,0.001,0.005,0.11,0.005538,1459.0,1227.0,3.079,1.4991,1.4421,12.6,0.0,4731.0,4.63,True,exoplanets.org
Kepler-306 b,0.0,0.0,0.003,0.14,0.012309,1031.0,867.0,3.22,4.6462,2.316,13.5,,4954.0,4.611,True,exoplanets.org
Kepler-306 c,0.0,0.0,0.007,0.21,0.017996,889.0,748.0,3.006,7.2402,3.052,13.5,,4954.0,4.611,True,exoplanets.org
Kepler-306 d,0.0,0.0,0.007,0.22,0.019315,665.0,559.0,2.994,17.3266,4.777,13.5,,4954.0,4.611,True,exoplanets.org
Kepler-306 e,0.0,0.0,0.005,0.2,0.017182,484.0,407.0,3.016,44.841,5.484,13.5,,4954.0,4.611,True,exoplanets.org
Kepler-308 b,0.0,0.0,0.003,0.19,0.015784,1098.0,923.0,3.039,9.6949,2.609,14.2,,5895.0,4.508,True,exoplanets.org
Kepler-308 c,0.0,0.0,0.003,0.19,0.016141,941.0,792.0,3.032,15.3823,3.951,14.2,,5895.0,4.508,True,exoplanets.org
Kepler-309 b,0.0,0.0,0.004,0.14,0.011667,906.0,762.0,3.174,5.9237,2.787,12.9,,4713.0,4.612,True,exoplanets.org
Kepler-309 c,0.0,0.0,0.004,0.22,0.019783,347.0,292.0,2.99,105.3564,3.658,12.9,,4713.0,4.612,True,exoplanets.org
Kepler-310 c,0.0,0.0,0.01,0.3,0.034421,579.0,487.0,2.972,56.4754,6.133,12.6,,5797.0,4.521,True,exoplanets.org
Kepler-30 b,0.0,0.0,0.009,0.35,0.035557,713.0,599.0,2.863,29.334,4.8,13.6,,5498.0,4.77,True,exoplanets.org
Kepler-30 c,0.0,0.001,0.004,1.1,2.01385,560.0,471.0,3.618,60.3231,5.7408,13.6,,5498.0,4.77,True,exoplanets.org
Kepler-30 d,0.0,0.0,0.037,0.78,0.072687,420.0,353.0,2.467,143.343,7.728,13.6,,5498.0,4.77,True,exoplanets.org
Kepler-310 b,0.0,0.0,0.003,0.11,0.00539,923.0,776.0,3.074,13.9307,2.104,12.6,,5797.0,4.521,True,exoplanets.org
Kepler-310 d,0.0,0.0,0.006,0.22,0.019315,491.0,413.0,2.994,92.8761,7.126,12.6,,5797.0,4.521,True,exoplanets.org
Kepler-311 b,0.0,0.0,0.004,0.15,0.012573,1259.0,1058.0,3.132,9.1761,4.342,12.4,,5905.0,4.308,True,exoplanets.org
Kepler-311 c,0.0,0.0,0.002,0.13,0.010063,975.0,820.0,3.185,19.7383,4.86,12.4,,5905.0,4.308,True,exoplanets.org
Kepler-312 b,0.002,0.001,0.004,0.12,0.007113,2506.0,2107.0,3.124,1.7724,2.453,11.6,,6115.0,4.191,True,exoplanets.org
Kepler-312 c,0.0,0.001,0.008,0.28,0.029603,1122.0,943.0,2.968,19.7474,3.376,11.6,,6115.0,4.191,True,exoplanets.org
Kepler-313 b,0.0,0.001,0.005,0.23,0.020022,1179.0,992.0,2.989,14.9704,5.858,12.5,,5727.0,4.127,True,exoplanets.org
Kepler-313 c,0.0,0.0,0.004,0.23,0.020513,913.0,768.0,2.986,32.2733,6.51,12.5,,5727.0,4.127,True,exoplanets.org
Kepler-314 b,0.0,0.0,0.011,0.07,0.001504,1590.0,1337.0,2.832,2.4611,2.293,10.8,,5378.0,4.465,True,exoplanets.org
Kepler-314 c,0.001,0.003,0.023,0.26,0.025195,1184.0,995.0,2.97,5.9604,2.765,10.8,,5378.0,4.465,True,exoplanets.org
Kepler-315 b,0.0,0.0,0.005,0.34,0.044512,528.0,444.0,2.989,96.1011,8.36,13.6,,5796.0,4.377,True,exoplanets.org
Kepler-315 c,0.0,0.0,0.004,0.37,0.056492,376.0,316.0,3.009,265.4693,10.184,13.6,,5796.0,4.377,True,exoplanets.org
Kepler-316 b,0.0,0.0,0.007,0.09,0.003591,949.0,798.0,2.998,2.2405,1.39,12.5,,4204.0,4.743,True,exoplanets.org
Kepler-316 c,0.0,0.0,0.006,0.1,0.004932,654.0,550.0,3.057,6.8278,2.419,12.5,,4204.0,4.743,True,exoplanets.org
Kepler-317 b,0.0,0.0,0.004,0.19,0.015523,1235.0,1039.0,3.044,5.5242,2.672,13.7,,5497.0,4.493,True,exoplanets.org
Kepler-317 c,0.0,0.0,0.002,0.15,0.012708,1059.0,890.0,3.126,8.775,2.857,13.7,,5497.0,4.493,True,exoplanets.org
Kepler-318 b,0.004,0.006,0.018,0.42,0.073321,1536.0,1291.0,3.013,4.6627,2.746,11.8,,5746.0,4.325,True,exoplanets.org
